timestamp,fault
"16:13:15.880","Steering timeout"
"16:13:15.880","PC timeout"
"16:13:17.892","Steering timeout"
"16:13:17.892","PC timeout"
"16:13:20.922","Steering timeout"
"16:13:20.922","PC timeout"
"16:13:30.011","Steering timeout"
"16:13:30.011","PC timeout"
